input,output,evidence,type
arsenic + ARR1(ko),CIT1(up_medium) + GUT2(up_medium) + YAT1(up_medium) + IDH1(up_medium) + FAA2(up_strong) + ACO2(down_medium) + PDC6(up_strong) + CAT8(up_medium) + DLD1(up_medium) + HXT2(up_strong) + POT1(up_strong) + CIT2(up_strong) + FOX2(up_medium) + HXK1(up_medium) + HXT4(up_medium) + HXT6(up_strong) + HXT1(up_medium) + SDH4(up_medium) + HXT3(up_medium) + PCK1(down_medium) + MIG1(up_medium) + REG2(up_medium) + HXT5(up_strong) + HAP4(up_medium) + ECI1(up_medium) + JEN1(up_medium) + GLK1(up_strong) + POX1(up_medium) + ACS1(up_medium) + HXT7(up_strong), microarray,expression
rapamycin + GLN3(ko) + GCN4(ko),CIT2(up_medium) + SIP4(down_weak) + CAT2(down_weak) + PDC6(down_medium) + HXT1(up_medium) + CRC1(down_medium) + CTA1(down_weak) + YAT1(down_medium) + CIT3(down_medium) + ACS1(down_weak) + MLS1(down_medium) + YAT2(down_medium) + DAL7(down_medium) + ICL1(down_strong), microarray,expression
rapamycin + GLN3(ko),CIT2(up_medium) + CRC1(down_medium) + CTA1(down_medium) + YAT2(down_weak) + POX1(down_medium) + MLS1(down_weak) + DAL7(down_medium) + PDC6(down_medium) + HXT5(up_medium) + SIP4(down_weak) + ICL1(down_medium) + YAT1(down_weak) + CAT2(down_medium), microarray,expression
NaCl,CTA1(up_medium) + CAT2(up_medium) + CIT1(up_medium) + PYC1(up_medium) + HXT5(up_strong) + IDH1(up_medium) + STL1(up_strong) + HXT1(up_strong) + GUT2(up_strong) + SDH1(up_medium) + ACO1(up_medium) + MAE1(down_strong) + GLK1(up_strong) + ACO2(down_strong) + YJL045W(up_medium) + REG2(up_medium) + GUT1(down_medium) + IDH2(up_medium) + HXK1(up_medium) + HXT2(down_medium) + FAA4(down_medium) + CYB2(up_medium) + PDC6(up_strong) + POX1(up_medium) + CRC1(up_medium) + SIP4(up_medium), microarray,expression
LEU3(oe),FBP1 + PDC6 + CIT3 + YJL045W + DAL7 + ADH2 + PDC5, ChIP-chip,tfbinding
rapamycin,HXT1(down_medium) + PDC6(up_strong) + HAP5(up_medium) + CTA1(up_medium) + SIP4(up_strong) + ICL1(up_medium) + PYC1(up_medium) + CIT3(up_strong) + HXT5(up_medium) + CAT8(up_medium) + IDP2(up_medium) + ECI1(up_medium) + FBP1(up_medium) + DAL7(up_strong) + PCK1(up_medium) + CRC1(up_strong) + GSM1(up_medium) + JEN1(up_medium) + ACS1(up_medium) + PIP2(up_medium) + CYB2(up_medium) + MLS1(up_strong) + YJL045W(up_medium) + POX1(up_medium) + SDH3(up_medium) + CAT2(up_strong) + CIT2(up_medium) + IDP3(up_medium) + PXA2(up_medium) + POT1(up_medium) + YAT1(up_strong) + YAT2(up_strong) + CIT1(up_medium) + MDH2(up_medium) + PEX11(up_medium) + GID8(up_medium), microarray,expression
arsenic + RPN4(ko),HXT6(up_medium) + IDH1(up_medium) + HXT3(up_medium) + HXT5(up_medium) + HXT7(up_medium) + GLK1(up_medium) + GUT2(up_medium) + IDH2(up_medium) + MIG1(up_medium) + HAP4(up_medium) + PCK1(down_medium) + PDC6(up_medium) + PDC5(up_medium) + CIT2(up_medium) + MAE1(up_medium) + PGI1(up_medium) + SDH4(up_medium) + CIT1(up_medium), microarray,expression
glucose + RPN4(ko),JEN1(up_medium) + ALD6(up_medium) + NRG1(down_medium) + CYB2(up_medium) + PDC6(up_medium) + STL1(down_medium) + MAE1(down_medium), microarray,expression
rapamycin + GCN2(ko) + GLN3(ko),PDC6(down_medium) + ACS1(down_medium) + CAT2(down_medium) + CIT2(up_medium) + FBP1(down_medium) + ICL1(down_medium) + CTA1(down_medium) + SIP4(down_medium) + MLS1(down_medium) + YAT2(down_strong) + YAT1(down_medium) + CRC1(down_strong) + DAL7(down_medium) + CIT3(down_medium), microarray,expression
sulfur(low),PDC6(up_strong), microarray,expression
ethanol,PDC6(up_weak), northern_blot,expression
sporulation + ABF1,PXA2 + HXK1 + ENO1 + MAE1 + YAT2 + PDC6 + CIT1 + PYC1 + PDC1 + PEX25 + CIT3, ChIP-chip,tfbinding
ox_stress + YAP1(ko),TDH3(up_weak) + PDC1(up_medium) + TDH1(up_weak) + TDH2(up_weak) + ADH2(up_weak) + FBA1(up_medium) + PDC6(up_medium), microarray,expression
