input,output,evidence,type
GCR2(ko) + glucose,ADH2(down_medium) + ENO1(down_medium) + CYB2(up_medium) + CIT1(up_medium) + ADH1(down_medium) + HXT2(up_strong) + PFK1(down_medium) + NDI1(up_medium) + CDC19(down_strong) + ENO2(down_strong) + SDH4(up_medium) + FBP1(up_medium) + GPM1(down_strong) + ACO1(up_medium) + PGI1(down_medium) + SDH2(up_medium) + SDH3(up_medium) + HXT3(down_medium) + HXT7(down_medium) + PGK1(down_strong) + HXT1(down_medium) + DLD3(up_medium) + CIT2(up_medium) + FBA1(down_medium) + HXT6(down_medium) + GLK1(up_strong) + HXK2(down_medium), microarray,expression
glucose(low) + GCR2(ko),ADR1(down_medium) + HXT1(up_weak) + HXT7(down_medium) + MIG1(down_weak) + HXT2(down_medium) + HAP4(down_weak) + DAL7(down_weak) + CAT8(down_medium) + ENO1(down_weak) + MDH2(up_weak) + GLK1(up_weak) + GPM1(down_weak), microarray,expression
phosphate(low) + PHO4,ALD5 + CDC19 + ACS1 + NRG2 + TYE7 + ENO1 + PFK27 + HXT6 + CBF1 + ACS2 + PYK2, ChIP-chip,tfbinding
BMH1(ko) + glucose(low) + BMH2(ko),ALD6(up_medium) + ENO1(up_medium) + PCK1(up_medium) + TDH2(up_medium) + FBA1(up_medium) + MDH2(up_medium) + GPM1(up_strong) + TDH3(up_strong) + ADH2(down_medium) + TPI1(up_strong) + ENO2(up_medium) + GUT2(down_medium) + HXK1(down_medium) + TDH1(down_medium) + ICL1(up_medium) + CDC19(up_medium)," MS ,  2d-gel",expression
GCR1,CDC19 + PGK1 + ENO1 + ADH1, emsa,tfbinding
RAP1,CDC19(up_strong) + ENO1(up_strong), northern_blot,expression
galactose + GCR1(ko),CIT1(up_weak) + TDH2(down_weak) + GLK1(up_weak) + CDC19(down_medium) + TDH1(down_weak) + FBA1(down_weak) + GPM1(down_strong) + CIT3(up_weak) + FAA1(up_weak) + TPI1(down_medium) + PGK1(down_medium) + ENO2(down_strong) + TDH3(down_medium) + ENO1(down_strong) + ADH1(down_medium) + CIT2(up_strong), microarray,expression
glucose(low) + OAF1,CTA1 + RSF1 + ENO1 + IDP3 + PDC1 + HXT6 + ACS1 + ICL1, ChIP-chip,tfbinding
RTG1(ko) + glucose,ENO1(down_medium), lacZ,expression
glucose + INO2(ko),ENO1(down_medium), lacZ,expression
HMS1(ko) + glucose,ENO1(down_strong), lacZ,expression
GCR1(ko) + glucose,ENO1(down_strong) + TDH1(down_strong) + PGK1(down_strong) + PGM1(down_strong) + TPI1(down_strong) + TDH2(down_strong) + TDH3(down_strong) + CDC19(down_strong) + ENO2(down_strong), northern_blot,expression
TYE7,ENO1," footprinting ,  emsa",tfbinding
glycerol + lactate + GCR2(ko),ENO1(down_strong), northern_blot,expression
GCR1(ko) + glycerol + GCR2(ko) + lactate,ENO1(down_strong) + ENO2(down_strong) + PFK2(down_medium) + TPI1(down_strong) + FBA1(down_strong) + PGK1(down_strong) + GPM1(down_strong) + TDH1(down_medium) + CDC19(down_strong) + TDH3(down_strong) + HXK1(down_medium) + TDH2(down_strong) + PFK1(down_weak) + PGI1(down_strong)," kPCR ,  northern_blot ,  prot-act",expression
YGR290W(ko) + glucose,ENO1(down_medium), lacZ,expression
GCR1 + glucose,ENO1(up_strong), northern_blot,expression
glucose + GCR1(ko),ENO1(down_strong) + ENO2(down_strong) + TDH1(up_weak) + SDH4(up_strong) + SDH1(up_strong) + ACO1(up_strong) + GPM1(down_strong), RT-PCR,expression
glycerol + lactate + GCR1,ENO1(up_strong), northern_blot,expression
TYE7(ko) + GCR1(ko) + glucose,ENO1(down_strong) + ENO2(down_strong), western_blot,expression
INO2/4 + CBF1 + TYE7,ENO1, ChIP,tfbinding
glucose + PDR1(oe),ENO1(up_medium) + MIG2(up_medium) + PDC1(up_weak), kPCR,expression
lactate + glycerol + GCR2(ko),ENO1(down_strong) + SIP4(up_weak) + ENO2(down_strong) + GPM1(down_strong), RT-PCR,expression
GCR2 + glucose,ENO1(up_strong), northern_blot,expression
RTG3(ko) + glucose,ENO1(down_weak), lacZ,expression
osmotic_shock,ENO1(up_medium), northern_blot,expression
GCR1(ko) + glucose,ENO1(down_strong), northern_blot,expression
PHO4(ko) + glucose,ENO1(down_medium), lacZ,expression
GCR2(ko) + glucose,ENO1(down_strong), northern_blot,expression
glycerol + GCR1(ko) + lactate,ENO1(down_strong), northern_blot,expression
glucose + INO4(ko),ENO1(down_weak), lacZ,expression
RAP1,ENO1 + CDC19, emsa,tfbinding
inositol + choline,ENO1(down_weak), lacZ,expression
Phosphorus source(high) + glucose + YGR290W(ko) + choline + inositol,ENO1(down_weak), lacZ,expression
glycerol + GCR2 + lactate,ENO1(up_strong), northern_blot,expression
glucose + CBF1(ko),ENO1(down_strong), lacZ,expression
TYE7(ko) + glucose,ENO1(down_strong), lacZ,expression
inositol + choline + glucose + RTG3(ko),ENO1(down_medium), lacZ,expression
RAP1 + ABF1 + GCR1 + glucose,ENO2(up) + ENO1(up), Expression evidence,expression
RAP1,ENO2 + ENO1, binding,tfbinding
glucose,ENO2(up_strong) + GPM1(up_strong) + TDH1(down_strong) + ENO1(up_strong) + TPI1(up_medium), microarray,expression
glucose + GCR1(ko) + TYE7(oe),ENO2(up_weak) + TPI1(up_weak) + PGK1(up_medium) + TDH1(up_weak) + PGM1(up_strong) + TDH3(up_weak) + TDH2(up_weak) + CDC19(up_strong) + ENO1(up_strong), northern_blot,expression
lactate + glycerol + GCR1(ko),ENO2(down_strong) + GPM1(down_strong) + ENO1(down_strong), RT-PCR,expression
glucose + GCR2(ko),ENO2(down_strong) + SDH1(up_strong) + ENO1(down_strong) + HAP5(up_medium) + SDH4(up_strong) + SIP4(up_medium) + GPM1(down_strong) + ACO1(up_strong), RT-PCR,expression
GCR1(ko) + glucose,FBA1(down_weak) + ADH1(down_medium) + FAA1(up_strong) + CDC19(down_medium) + ENO1(down_strong) + TDH1(down_weak) + GLK1(up_strong) + CIT2(up_strong) + TDH3(down_medium) + PGK1(down_medium) + ENO2(down_strong) + CIT1(up_strong) + TPI1(down_medium) + TDH2(down_weak) + CIT3(up_strong) + GPM1(down_strong), microarray,expression
raffinose + GCR1(ko),FBA1(down_weak) + CDC19(down_medium) + GLK1(up_weak) + PGK1(down_medium) + TDH1(down_weak) + TDH2(down_weak) + CIT2(up_weak) + ENO2(down_strong) + ADH1(down_medium) + GPM1(down_strong) + TPI1(down_medium) + TDH3(down_medium) + FAA1(up_weak) + CIT1(up_weak) + ENO1(down_strong) + CIT3(up_strong), microarray,expression
glucose + GCR1(ko) + lactate + glycerol,FBA1(down_medium) + GPM1(down_strong) + TDH1(up_medium) + PGK1(down_weak) + PGI1(down_weak) + TDH2(down_weak) + CDC19(down_weak) + ENO1(down_medium) + ENO2(down_strong) + TPI1(down_strong) + TDH3(down_medium) + GCR1(down_strong), microarray,expression
glucose,FBA1(up_weak) + PFK2(up_medium) + PDC1(up_weak) + ENO1(up_medium) + ENO2(up_medium) + ADH1(up_weak) + CDC19(up_medium) + TPI1(up_weak) + LPD1(down_medium) + PGK1(up_weak) + PGM1(up_medium) + PFK1(up_weak)," lacZ ,  northern_blot",expression
NaCl + CIN5,GID8 + HXT7 + PDC1 + DCI1 + HXK2 + STL1 + PEX25 + HXK1 + HXT1 + ENO1 + HXT6 + HXT4 + ACO1 + MDH2 + FBA1 + DLD1 + HXT2 + PFK27 + MAE1 + PYC2 + TDH2, ChIP-chip,tfbinding
GCR1(ko) + glucose,GLK1(up_strong) + HXT1(down_medium) + ADH2(down_medium) + CIT1(up_strong) + GUT2(up_medium) + NDI1(up_medium) + PCK1(up_medium) + CIT2(up_strong) + HXT2(down_strong) + PGK1(down_medium) + SDH3(up_medium) + CIT3(up_medium) + ENO2(down_strong) + SDH1(up_medium) + HXK1(up_medium) + CDC19(down_strong) + GPM1(down_strong) + FUM1(up_medium) + LPD1(up_medium) + PFK1(down_medium) + IDP2(up_medium) + CYB2(up_medium) + PYC1(up_medium) + FBP1(up_medium) + TPI1(down_medium) + LSC2(up_medium) + DLD3(up_medium) + ENO1(down_strong) + TDH2(down_strong) + FBA1(down_medium) + HXT3(down_medium) + ADH1(down_strong) + MDH1(up_medium) + ACO1(up_medium) + TDH1(up_strong) + SDH2(up_medium) + SDH4(up_medium), microarray,expression
TYE7(ko) + lactate + glycerol,GPM1(down_weak) + ENO1(down_weak) + CDC19(down_weak), prot-act,expression
MSN2 + NaCl,GPM1 + HXT6 + ENO1 + HAP1 + CIT2 + GID8 + STL1 + PGK1, ChIP-chip,tfbinding
YAP6 + NaCl,HAP1 + HXK2 + HXT3 + HXT4 + FAA1 + MAE1 + HXT7 + HXK1 + ACO1 + HXT2 + PDC1 + STL1 + GID8 + HXT6 + HXT1 + ENO1, ChIP-chip,tfbinding
RAP1,HAP1 + OAF1 + TDH3 + CRC1 + TYE7 + HSF1 + RAP1 + PFK27 + ENO1 + ENO2 + ADH1 + GCN4 + HXT5 + GPM2 + SIP4 + CAT5 + ADH3 + CDC19 + PGI1 + PDC1 + HAP3 + GPM1 + SNF4 + TDH2 + PEX6, ChIP-chip,tfbinding
GCR2(ko) + lactate + glycerol,HXK1(down_weak) + PFK2(down_weak) + ENO1(down_strong) + TDH3(down_strong) + CDC19(down_strong) + TPI1(down_strong) + TDH1(down_medium) + PGI1(down_strong) + TDH2(down_strong) + FBA1(down_strong) + GPM1(down_strong) + ENO2(down_strong) + PGK1(down_strong)," prot-act ,  kPCR ,  northern_blot",expression
lactate + glycerol + GCR1(ko),HXK1(down_medium) + CDC19(down_strong) + PGK1(down_strong) + FBA1(down_strong) + GPM1(down_strong) + TDH1(down_medium) + ENO1(down_strong) + PFK2(down_weak) + TDH3(down_strong) + PGI1(down_strong) + TDH2(down_strong) + TPI1(down_strong) + PFK1(down_weak) + ENO2(down_strong)," northern_blot ,  prot-act ,  kPCR",expression
SWI4,HXK2 + HXT3 + DLD1 + ENO1 + GID8 + HAP1 + PDC1, ChIP-chip,tfbinding
osmotic_shock,HXK2(down_medium) + ALD6(down_medium) + DAK1(up_medium) + ENO2(down_medium) + PDC1(down_medium) + GPD1(up_medium) + HOR2(up_medium) + FBA1(down_medium) + ENO1(up_medium), 2d-gel,expression
RAP1 + glucose,HXT1 + FBA1 + ENO1 + SIP4 + HAP1 + YAT1 + PGK1 + GUT1 + TDH3 + GLK1 + MAE1 + PDC1 + YJL045W + PGI1 + OAF1 + HXT5 + FAA1 + DLD1 + TPI1 + GID8 + PFK27 + CRC1 + HAP5 + GPM1 + IDP2, ChIP-chip,tfbinding
