enzymes	subSystems	D_0	D_005	D_01	D_015	D_02	D_025	D_03	D_035	D_04	D_045	D_05	D_055	D_06	D_065	D_07	D_075	D_08	D_085	D_09	D_095	D_1	D_105	D_11	D_115	D_12	D_125	D_13	D_135	D_14	D_145	D_15	D_155	D_16	D_165	D_17	D_175	D_18	D_185	D_19	D_195	D_2	D_205	D_21	D_215	D_22	D_225	D_23	D_235	D_24	D_245	D_25	D_255	D_26	D_265	D_27	D_275	D_28	D_285	D_29	D_295	D_3	D_305	D_31	D_315	D_32	D_325	D_33	D_335	D_34	D_345	D_35	D_355	D_36	D_365	D_37	D_375	D_38	D_385	D_39	D_395	D_4
P00127	Oxidative Phosphorylation	0.015267	0.015601	0.015875	0.016155	0.016415	0.01662	0.016787	0.016927	0.017044	0.017146	0.017237	0.017318	0.017389	0.017453	0.017511	0.017563	0.01761	0.017654	0.017694	0.017731	0.017766	0.017798	0.017828	0.017856	0.017883	0.017908	0.017931	0.017954	0.017975	0.017996	0.018015	0.018033	0.018051	0.018068	0.018085	0.0181	0.018115	0.01813	0.018144	0.018158	0.018171	0.018183	0.018196	0.018208	0.018219	0.018231	0.018242	0.018252	0.018263	0.018273	0.018283	0.018292	0.018302	0.018311	0.01832	0.018329	0.018304	0.017961	0.017459	0.017031	0.016605	0.016182	0.015761	0.015343	0.014932	0.014527	0.014125	0.013725	0.01333	0.012945	0.012562	0.012189	0.01182	0.011453	0.011089	0.010727	0.010367	0.01001	0.009655	0.009302	0.008952
P00128	Oxidative Phosphorylation	0.012886	0.013167	0.013399	0.013635	0.013854	0.014027	0.014168	0.014286	0.014385	0.014471	0.014548	0.014616	0.014676	0.01473	0.014779	0.014823	0.014863	0.0149	0.014934	0.014965	0.014994	0.015021	0.015047	0.015071	0.015093	0.015114	0.015134	0.015153	0.015171	0.015188	0.015205	0.01522	0.015235	0.015249	0.015263	0.015276	0.015289	0.015302	0.015313	0.015325	0.015336	0.015347	0.015357	0.015367	0.015377	0.015387	0.015396	0.015405	0.015414	0.015422	0.015431	0.015439	0.015447	0.015454	0.015462	0.01547	0.015448	0.015159	0.014735	0.014374	0.014014	0.013657	0.013302	0.012949	0.012602	0.012261	0.011921	0.011583	0.01125	0.010925	0.010602	0.010287	0.009976	0.009666	0.009359	0.009053	0.00875	0.008448	0.008149	0.007851	0.007556
P00163	Oxidative Phosphorylation	0.038623	0.039466	0.04016	0.040869	0.041526	0.042045	0.042468	0.04282	0.043118	0.043375	0.043606	0.04381	0.04399	0.044152	0.044297	0.044429	0.04455	0.04466	0.044762	0.044856	0.044943	0.045024	0.0451	0.045172	0.045239	0.045302	0.045362	0.045419	0.045473	0.045524	0.045573	0.04562	0.045665	0.045708	0.045749	0.045789	0.045827	0.045864	0.0459	0.045934	0.045967	0.045999	0.046031	0.046061	0.04609	0.046119	0.046147	0.046174	0.0462	0.046226	0.046251	0.046275	0.046299	0.046323	0.046345	0.046368	0.046304	0.045436	0.044166	0.043083	0.042006	0.040936	0.039871	0.038813	0.037774	0.03675	0.035732	0.03472	0.033721	0.032747	0.031779	0.030834	0.029901	0.028973	0.028051	0.027136	0.026226	0.025322	0.024424	0.023533	0.022647
P00330	Anaerobic excretion // Anaerobic excretion	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00014	0.000395	0.000611	0.000826	0.001039	0.001251	0.001462	0.001669	0.001874	0.002077	0.00228	0.00248	0.002675	0.00287	0.00306	0.003249	0.003436	0.003622	0.003807	0.00399	0.004173	0.004354	0.004533	0.004712
P00358	Glycolysis // Glycolysis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P00359	Glycolysis // Glycolysis	0.032042	0.035123	0.037618	0.039449	0.04058	0.041459	0.042159	0.042727	0.043194	0.043583	0.043913	0.044193	0.044432	0.044637	0.044813	0.044965	0.045096	0.04521	0.045308	0.045393	0.045467	0.04553	0.045585	0.045631	0.04567	0.045703	0.04573	0.045752	0.04577	0.045783	0.045792	0.045798	0.045801	0.045801	0.045798	0.045793	0.045786	0.045777	0.045766	0.045753	0.045739	0.045723	0.045706	0.045688	0.045668	0.045648	0.045626	0.045604	0.045581	0.045557	0.045532	0.045507	0.045481	0.045454	0.045427	0.0454	0.047476	0.055452	0.063983	0.071252	0.078479	0.085662	0.092803	0.099902	0.106894	0.113801	0.120667	0.12749	0.134234	0.140846	0.147417	0.153862	0.160239	0.166574	0.172868	0.179121	0.185333	0.191504	0.197634	0.203723	0.209771
P00360	Glycolysis // Glycolysis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P00401	Oxidative Phosphorylation // Oxidative Phosphorylation	0.016502	0.016862	0.017159	0.017462	0.017743	0.017964	0.018145	0.018295	0.018423	0.018532	0.018631	0.018718	0.018796	0.018865	0.018927	0.018983	0.019035	0.019082	0.019125	0.019165	0.019203	0.019237	0.01927	0.0193	0.019329	0.019356	0.019382	0.019406	0.019429	0.019451	0.019472	0.019492	0.019511	0.019529	0.019547	0.019564	0.01958	0.019596	0.019611	0.019626	0.01964	0.019654	0.019667	0.01968	0.019693	0.019705	0.019717	0.019728	0.01974	0.019751	0.019761	0.019772	0.019782	0.019792	0.019802	0.019811	0.019784	0.019413	0.018871	0.018408	0.017948	0.01749	0.017036	0.016583	0.01614	0.015702	0.015267	0.014835	0.014408	0.013992	0.013578	0.013174	0.012775	0.012379	0.011985	0.011594	0.011205	0.010819	0.010436	0.010055	0.009676
P00410	Oxidative Phosphorylation // Oxidative Phosphorylation	0.008018	0.008193	0.008337	0.008484	0.00862	0.008728	0.008816	0.008889	0.008951	0.009004	0.009052	0.009094	0.009132	0.009165	0.009196	0.009223	0.009248	0.009271	0.009292	0.009311	0.00933	0.009346	0.009362	0.009377	0.009391	0.009404	0.009417	0.009428	0.00944	0.00945	0.00946	0.00947	0.009479	0.009488	0.009497	0.009505	0.009513	0.009521	0.009528	0.009535	0.009542	0.009549	0.009555	0.009562	0.009568	0.009574	0.009579	0.009585	0.009591	0.009596	0.009601	0.009606	0.009611	0.009616	0.009621	0.009625	0.009612	0.009432	0.009168	0.008944	0.00872	0.008498	0.008277	0.008057	0.007841	0.007629	0.007417	0.007207	0.007	0.006798	0.006597	0.006401	0.006207	0.006014	0.005823	0.005633	0.005444	0.005257	0.00507	0.004885	0.004701
P00420	Oxidative Phosphorylation // Oxidative Phosphorylation	0.008521	0.008707	0.00886	0.009016	0.009161	0.009276	0.009369	0.009447	0.009512	0.009569	0.00962	0.009665	0.009705	0.00974	0.009773	0.009802	0.009828	0.009853	0.009875	0.009896	0.009915	0.009933	0.00995	0.009965	0.00998	0.009994	0.010007	0.01002	0.010032	0.010043	0.010054	0.010064	0.010074	0.010084	0.010093	0.010102	0.01011	0.010118	0.010126	0.010134	0.010141	0.010148	0.010155	0.010162	0.010168	0.010174	0.010181	0.010187	0.010192	0.010198	0.010204	0.010209	0.010214	0.010219	0.010224	0.010229	0.010215	0.010024	0.009744	0.009505	0.009267	0.009031	0.008796	0.008563	0.008333	0.008107	0.007883	0.00766	0.007439	0.007224	0.007011	0.006802	0.006596	0.006392	0.006188	0.005986	0.005786	0.005586	0.005388	0.005192	0.004996
P00425	Oxidative Phosphorylation	0.004826	0.004932	0.005019	0.005107	0.005189	0.005254	0.005307	0.005351	0.005388	0.00542	0.005449	0.005475	0.005497	0.005517	0.005535	0.005552	0.005567	0.005581	0.005593	0.005605	0.005616	0.005626	0.005636	0.005645	0.005653	0.005661	0.005669	0.005676	0.005682	0.005689	0.005695	0.005701	0.005706	0.005712	0.005717	0.005722	0.005727	0.005731	0.005736	0.00574	0.005744	0.005748	0.005752	0.005756	0.00576	0.005763	0.005767	0.00577	0.005773	0.005776	0.00578	0.005783	0.005786	0.005789	0.005791	0.005794	0.005786	0.005678	0.005519	0.005384	0.005249	0.005115	0.004982	0.00485	0.00472	0.004592	0.004465	0.004339	0.004214	0.004092	0.003971	0.003853	0.003736	0.003621	0.003505	0.003391	0.003277	0.003164	0.003052	0.002941	0.00283
P00427	Oxidative Phosphorylation	0.004867	0.004973	0.005061	0.00515	0.005233	0.005298	0.005352	0.005396	0.005434	0.005466	0.005495	0.005521	0.005543	0.005564	0.005582	0.005599	0.005614	0.005628	0.005641	0.005652	0.005663	0.005674	0.005683	0.005692	0.005701	0.005709	0.005716	0.005723	0.00573	0.005737	0.005743	0.005749	0.005754	0.00576	0.005765	0.00577	0.005775	0.00578	0.005784	0.005788	0.005793	0.005797	0.005801	0.005804	0.005808	0.005812	0.005815	0.005819	0.005822	0.005825	0.005828	0.005831	0.005834	0.005837	0.00584	0.005843	0.005835	0.005726	0.005566	0.005429	0.005293	0.005158	0.005024	0.004891	0.00476	0.004631	0.004503	0.004375	0.004249	0.004127	0.004005	0.003886	0.003768	0.003651	0.003535	0.003419	0.003305	0.003191	0.003078	0.002965	0.002854
