enzymes	subSystems	D_0	D_005	D_01	D_015	D_02	D_025	D_03	D_035	D_04	D_045	D_05	D_055	D_06	D_065	D_07	D_075	D_08	D_085	D_09	D_095	D_1	D_105	D_11	D_115	D_12	D_125	D_13	D_135	D_14	D_145	D_15	D_155	D_16	D_165	D_17	D_175	D_18	D_185	D_19	D_195	D_2	D_205	D_21	D_215	D_22	D_225	D_23	D_235	D_24	D_245	D_25	D_255	D_26	D_265	D_27	D_275	D_28	D_285	D_29	D_295	D_3	D_305	D_31	D_315	D_32	D_325	D_33	D_335	D_34	D_345	D_35	D_355	D_36	D_365	D_37	D_375	D_38	D_385	D_39	D_395	D_4
P00127	Oxidative Phosphorylation	0.008069	0.009616	0.010789	0.011708	0.012449	0.013059	0.01357	0.014004	0.014378	0.014703	0.014988	0.015241	0.015467	0.015669	0.015852	0.016018	0.01617	0.016308	0.016435	0.016553	0.016662	0.016763	0.016857	0.016945	0.017027	0.017105	0.017177	0.017246	0.01731	0.017371	0.017429	0.017484	0.017537	0.017586	0.017634	0.017679	0.017722	0.017763	0.017803	0.017841	0.017877	0.017912	0.017946	0.017978	0.018009	0.018039	0.018068	0.018096	0.018124	0.01815	0.018175	0.0182	0.018223	0.018246	0.018269	0.01829	0.018311	0.018123	0.01764	0.017228	0.016818	0.016411	0.016006	0.015604	0.015204	0.014807	0.014412	0.014019	0.013629	0.013242	0.012856	0.012474	0.012093	0.011715	0.01134	0.010967	0.010596	0.010228	0.009841	0.009452	0.009064
P00128	Oxidative Phosphorylation	0.00681	0.008116	0.009106	0.009882	0.010507	0.011022	0.011453	0.011819	0.012135	0.012409	0.01265	0.012864	0.013054	0.013225	0.013379	0.013519	0.013647	0.013764	0.013871	0.013971	0.014063	0.014148	0.014227	0.014302	0.014371	0.014436	0.014498	0.014555	0.01461	0.014661	0.01471	0.014757	0.014801	0.014843	0.014883	0.014921	0.014957	0.014992	0.015026	0.015058	0.015088	0.015118	0.015146	0.015173	0.0152	0.015225	0.01525	0.015273	0.015296	0.015318	0.01534	0.01536	0.01538	0.0154	0.015419	0.015437	0.015455	0.015296	0.014888	0.01454	0.014194	0.013851	0.013509	0.01317	0.012832	0.012497	0.012164	0.011832	0.011503	0.011176	0.010851	0.010528	0.010207	0.009888	0.009571	0.009256	0.008943	0.008632	0.008306	0.007977	0.00765
P00163	Oxidative Phosphorylation	0.020411	0.024327	0.027292	0.029619	0.031493	0.033036	0.034328	0.035426	0.036372	0.037195	0.037917	0.038557	0.039128	0.03964	0.040102	0.040522	0.040905	0.041255	0.041578	0.041875	0.04215	0.042406	0.042644	0.042867	0.043075	0.043271	0.043454	0.043627	0.043791	0.043945	0.044092	0.044231	0.044363	0.044489	0.044609	0.044723	0.044832	0.044937	0.045037	0.045133	0.045225	0.045313	0.045399	0.04548	0.045559	0.045635	0.045709	0.04578	0.045848	0.045914	0.045978	0.04604	0.0461	0.046159	0.046215	0.04627	0.046323	0.045847	0.044624	0.043582	0.042546	0.041516	0.040492	0.039474	0.038463	0.037458	0.036459	0.035466	0.034479	0.033498	0.032524	0.031555	0.030593	0.029637	0.028687	0.027743	0.026806	0.025874	0.024896	0.02391	0.022931
P00330	Anaerobic excretion // Anaerobic excretion	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.7e-05	0.000287	0.000499	0.00071	0.000919	0.001127	0.001333	0.001539	0.001742	0.001945	0.002146	0.002347	0.002545	0.002743	0.002939	0.003134	0.003327	0.003519	0.00371	0.0039	0.004088	0.004282	0.004476	0.004668
P00358	Glycolysis // Glycolysis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P00359	Glycolysis // Glycolysis	0.012406	0.017906	0.022052	0.025285	0.027872	0.029986	0.031742	0.033222	0.034485	0.035572	0.036516	0.037343	0.038071	0.038717	0.039292	0.039807	0.040269	0.040686	0.041063	0.041405	0.041716	0.042	0.042259	0.042496	0.042714	0.042913	0.043097	0.043266	0.043421	0.043564	0.043697	0.043819	0.043932	0.044036	0.044132	0.044221	0.044303	0.044379	0.044449	0.044514	0.044573	0.044628	0.044678	0.044724	0.044767	0.044806	0.044841	0.044873	0.044903	0.044929	0.044953	0.044975	0.044994	0.04501	0.045025	0.045038	0.045049	0.051643	0.060049	0.067203	0.074315	0.081385	0.088412	0.095397	0.102339	0.109239	0.116097	0.122912	0.129685	0.136416	0.143104	0.149749	0.156353	0.162914	0.169432	0.175908	0.182342	0.188733	0.195281	0.201839	0.208353
P00360	Glycolysis // Glycolysis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P00401	Oxidative Phosphorylation // Oxidative Phosphorylation	0.008721	0.010394	0.011661	0.012655	0.013456	0.014115	0.014667	0.015136	0.01554	0.015892	0.016201	0.016474	0.016718	0.016937	0.017134	0.017314	0.017477	0.017627	0.017765	0.017892	0.018009	0.018119	0.01822	0.018315	0.018404	0.018488	0.018566	0.01864	0.01871	0.018776	0.018839	0.018898	0.018955	0.019008	0.01906	0.019109	0.019155	0.0192	0.019243	0.019284	0.019323	0.019361	0.019397	0.019432	0.019466	0.019498	0.01953	0.01956	0.019589	0.019617	0.019645	0.019671	0.019697	0.019722	0.019746	0.01977	0.019792	0.019589	0.019066	0.018621	0.018178	0.017738	0.017301	0.016866	0.016434	0.016004	0.015577	0.015153	0.014732	0.014313	0.013896	0.013482	0.013071	0.012663	0.012257	0.011854	0.011453	0.011055	0.010637	0.010216	0.009798
P00410	Oxidative Phosphorylation // Oxidative Phosphorylation	0.004237	0.00505	0.005666	0.006148	0.006538	0.006858	0.007126	0.007354	0.00755	0.007721	0.007871	0.008004	0.008122	0.008229	0.008325	0.008412	0.008491	0.008564	0.008631	0.008693	0.00875	0.008803	0.008852	0.008899	0.008942	0.008982	0.009021	0.009056	0.00909	0.009123	0.009153	0.009182	0.009209	0.009235	0.00926	0.009284	0.009307	0.009328	0.009349	0.009369	0.009388	0.009406	0.009424	0.009441	0.009458	0.009473	0.009489	0.009503	0.009517	0.009531	0.009544	0.009557	0.00957	0.009582	0.009594	0.009605	0.009616	0.009517	0.009263	0.009047	0.008832	0.008618	0.008406	0.008194	0.007984	0.007776	0.007568	0.007362	0.007157	0.006954	0.006751	0.00655	0.006351	0.006152	0.005955	0.005759	0.005565	0.005371	0.005168	0.004963	0.00476
P00420	Oxidative Phosphorylation // Oxidative Phosphorylation	0.004503	0.005367	0.006021	0.006534	0.006948	0.007288	0.007573	0.007816	0.008024	0.008206	0.008365	0.008506	0.008632	0.008745	0.008847	0.00894	0.009024	0.009101	0.009173	0.009238	0.009299	0.009355	0.009408	0.009457	0.009503	0.009546	0.009587	0.009625	0.009661	0.009695	0.009727	0.009758	0.009787	0.009815	0.009841	0.009866	0.009891	0.009914	0.009936	0.009957	0.009977	0.009997	0.010015	0.010034	0.010051	0.010068	0.010084	0.0101	0.010115	0.010129	0.010143	0.010157	0.01017	0.010183	0.010196	0.010208	0.01022	0.010115	0.009845	0.009615	0.009386	0.009159	0.008933	0.008709	0.008485	0.008264	0.008043	0.007824	0.007606	0.00739	0.007175	0.006961	0.006749	0.006538	0.006329	0.006121	0.005914	0.005708	0.005492	0.005275	0.005059
