rxns	rxnNames	netFlux	ratio	futileFlux	netFlux_reg	ratio_reg	futileFlux_reg
ACO	Aconitate hydratase, mitochondrial	0.65242596836734	1.5327409522071e-15	9.99200722162641e-16	0.448326887456019	2.23051534043471e-15	9.99200722162641e-16
ACS	acetyl-CoA synthetase	0.197984	0	0	0.197984	0	0
ADH1	alcohol dehydrogenase, (acetaldehyde to ethanol)	14.4053423821094	6.94186901966275e-17	1.77635683940025e-15	15.7997748094911	6.32920413143667e-17	1.77635683940025e-15
ADK1_1	adenylate kinase	0.19798399999999	5.05091320510771e-15	9.99200722162641e-16	0.197983999999997	5.05091320510754e-15	9.99200722162641e-16
ALD2	acetaldehyde dehydrogenase	1e-15	0	0	0.194335581901688	0	0
ALD6	aldehyde dehydrogenase (acetaldehyde, NADP)	0.879984	0	0	0.685648418098312	0	0
ATP1	ATP synthase	7.37155951955589	0	0	6.48825193239807	0	0
ATPTransport	ADP,ATP carrier protein 1	7.96748639299678	1.25510098251184e-16	8.88178419700125e-16	6.87725141963697	1.45406927707289e-16	8.88178419700125e-16
ATPTransportRev	ADP,ATP carrier protein 1	1e-15	0	0	1e-15	0	0
ATPX	ATP hydrolysis	0.7	0	0	0.7	0	0
CAT2	Acetyl coA transport (Carnitine O-acetyltransferase, mitochondrial)	0	1	1e-15	0	1	1e-15
CAT2Rev	Acetyl coA transport (Carnitine O-acetyltransferase, mitochondrial)	1e-15	0	0	1e-15	0	0
CDC	Pyruvate kinase	18.1999575728768	0	0	19.428746987215	0	0
CIT	citrate synthase	0.652425968367342	0	0	0.44832688745602	0	0
CO2TRANS	CO2 transport	2.64101081017557	3.78642902992707e-16	8.88178419700125e-16	2.02588526215094	4.936113701416e-16	8.88178419700125e-16
COX1	ferrocytochrome-c:oxygen oxidoreductase	16.9608432236081	0	0	14.8838254164756	0	0
DAR	glycerol-3-phosphate dehydrogenase (NAD)	1e-15	0	0	0.00825	0	0
ENO	Enolase	18.6305175728768	5.36753740784876e-17	0	19.8208509193471	5.0451920761076e-17	0
FBA	Fructose-bisphosphate aldolase	9.35764362643838	1.06864509904467e-16	1.77635683940025e-15	9.94074066784843	1.00596125923929e-16	1.77635683940025e-15
FBP	fructose-bisphosphatase	1e-15	0	0	0.0562206105333695	0	0
FUM1	fumarase	0.59595636836734	1.67797518925683e-15	9.99200722162641e-16	0.39185728745602	0.874450158442522	2.72927199948637
GAL1	Galactokinase	1e-15	0	0	1e-15	0	0
GAL7b	Galactose-1-phosphate uridylyltransferase	0	1	1e-15	0	1	0.119865864750324
GAL10	UDPglucose 4-epimerase	0	1	1e-15	0	1	0.0736355878062668
GLD	glyceraldehyde-3-phosphate dehydrogenase	18.7124883728768	5.34402469662704e-17	0	19.9028217193471	5.02441319176327e-17	0
GND	phosphogluconate dehydrogenase	0.74090824	0	0	0.838076030950844	0	0
GPM	Phosphoglycerate mutase	18.6305175728768	5.36753740784876e-17	0	19.8208509193471	5.0451920761076e-17	0
GPP	glycerol-3-phosphatase	1e-15	0	0	0.00825	0	0
GROWTH	Growth	0.4	0	0	0.4	0	0
H2OIN	Uptake of f H2O	0	1	1e-15	0	1	1e-15
H2O_Out	Production of H2O	19.906733906702	0	0	19.3833544549189	0	0
H2Otransport	Transport of H2O, mitochondrial	14.6035692996988	6.84764100801456e-17	1.77635683940025e-15	13.0871226655067	7.64109900670273e-17	1.77635683940025e-15
HDECOUP	Hdecoupling	1e-15	0	0	1e-15	0	0
HXK	hexokinase (D-glucose:ATP)	10.7398045464384	0	0	11.3552908514987	0	0
ICL1	Isocitrate lyase	2.94949264499034e-05	0	0	0.00285780021711719	0	0
IDH	Isocitrate dehydrogenase (NAD+)	0.241686092640892	0	0	0.034758706438903	0	0
IDPH	isocitrate dehydrogenase (NADP)	0.4107103808	0	0	0.4107103808	0	0
KGD1	oxoglutarate dehydrogenase	0.595926873440892	0	0	0.388999487238903	0	0
LSC2	succinate-CoA ligase (ADP-forming)	0.595926873440892	0	0	0.388999487238903	0	0
MDH1	Malate dehydrogenase	0.59598586329379	1.6778921474301e-15	9.99200722162641e-16	0.394715087673139	0.650139025398155	0.733490446317441
