mets	metNames	resp_unreg	resp_reg	ferm_unreg	ferm_reg	FC_resp	FC_ferm	FC_reg	FC_unreg
MAL[m]	(S)-malate	0.747106559002713	0.82777371693125	0.59598586329379	0.420294545205277	1.10797276098903	0.70520891700764	0.507740867592906	0.797725379481812
AKG[m]	2-oxoglutarate	0.732989159002714	0.813656316931233	0.652396473440892	0.476701348244995	1.11005232060768	0.730692711643214	0.58587555743795	0.890049280303853
P2G[c]	2-phospho-D-glyceric acid	1.45604777021011	1.53671750181998	18.6305175728768	19.6464912524277	1.05540321771052	1.05453276730379	12.7847123685126	12.7952653436559
P3G[c]	3-phospho-D-glycerate	1.45604777021011	1.53671750181998	18.6305175728768	19.6464912524277	1.05540321771053	1.05453276730379	12.7847123685126	12.7952653436559
P13G[c]	1,3-bisphospho-D-glycerate	1.47654047021011	1.55721020181998	18.7124883728768	19.7284620524277	1.05463428415098	1.05429388434643	12.6691066044713	12.673197078177
G15L[c]	6-O-phosphono-D-glucono-1,5-lactone	0.275195547196303	0.2999455	0.75979	0.806593640904364	1.08993587670967	1.06160075929449	2.68913399569043	2.76090949777622
P6G[c]	6-phospho-D-gluconate	0.275195547196303	0.2999455	0.75979	0.806593640904364	1.08993587670967	1.06160075929449	2.68913399569043	2.76090949777622
ACA[c]	acetaldehyde	0.0494999056073953	0.263408476046691	15.2853263821094	16.4769932833026	5.32139350195717	1.07796149531933	62.5530109379695	308.795061213722
AC[c]	acetate	0.0494999056073953	0.26340847604669	0.879984000000001	0.879984	5.32139350195715	0.999999999999999	3.34075810014564	17.7774884457257
ACCOA[c]	acetyl-CoA	0.0494960000000005	0.263401996757945	0.197984	0.197984	5.32168249470539	1	0.751641986153732	3.99999999999991
ACCOA[m]	acetyl-CoA	0.946281959002715	1.02694911693123	1.39268746329379	1.21699614520528	1.08524642910189	0.873847275344182	1.1850598292951	1.4717468192689
ADP[c]	ADP	8.22985136698906	9.10230852375722	44.7979615387504	45.8221833147476	1.10601128961669	1.02286313351806	5.03412768257093	5.44335001218132
GLC[c]	alpha-D-glucose	1.09836833297108	1.14695319090999	10.7398045464384	11.2597169930313	1.04423366595747	1.04840986112409	9.81706758590371	9.77796265974569
G6P[c]	alpha-D-glucose 6-phosphate	1.0983683329711	1.14695319090999	10.7398045464384	11.2597169930313	1.04423366595745	1.04840986112408	9.81706758590371	9.77796265974553
ATP[c]	ATP	8.22985136698906	9.10230852375722	44.7979615387504	45.8221833147476	1.10601128961669	1.02286313351806	5.03412768257093	5.44335001218132
AMP[c]	AMP	0.0494960000000001	0.263401996757947	0.197983999999995	0.197983999999999	5.32168249470547	1.00000000000002	0.751641986153723	3.99999999999983
F16P[c]	D-fructose 1,6-bisphosphate	0.724412087239004	0.883322104790784	9.35764362643838	9.86195485939647	1.21936411657271	1.05389297274938	11.1646191190158	12.9175696972475
F6P[c]	D-fructose 6-phosphate	0.805202087239003	0.964112104790782	9.68080362643838	10.1851148593965	1.19735420470242	1.05209394306696	10.5642433165038	12.0228248036879
BIOMASS[c]	biomass	0.0999999999999995	0.0999999999999995	0.4	0.4	1	1	3.99999999999998	3.99999999999998
CI[m]	citrate	0.747106559002713	0.827773716931232	0.652425968367341	0.476732746725136	1.10797276098901	0.730707804163793	0.575921579743442	0.873270299270618
CO2[c]	CO2	2.98394588981184	3.36927503396324	19.730557432285	20.4419464059022	1.12913409236643	1.03605518881353	6.06716465703797	6.61223700458225
CO2[m]	CO2	2.39814287700814	2.42623835403575	2.64101081017557	2.11392924169527	1.01171551424103	0.800424304796669	0.871278470303219	1.10127333758797
COA[c]	coenzyme A	0.0494960000000005	0.263401996757945	0.197984	0.197984	5.32168249470539	1	0.751641986153732	3.99999999999991
COA[m]	coenzyme A	1.66515371800543	1.82648803386247	1.98861433673468	1.63722789345027	1.09688854194812	0.823300859903591	0.896380300936347	1.19425270786213
E4P[c]	D-erythrose 4-phosphate	0.0911265157320998	0.0993764999999985	0.250841999999999	0.266443213634787	1.09053330089074	1.06219538049764	2.68114910099258	2.75267849302436
GA3P[c]	D-glyceraldehyde 3-phosphate	1.59892398594221	1.68784370181997	19.0883583728768	20.1199332660625	1.0556122221316	1.05404209586988	11.9204955081845	11.9382525627874
R5P[c]	D-ribose 5-phosphate	0.1179058757321	0.12615586	0.357959439999999	0.373560653634787	1.06997093415976	1.04358374690381	2.9611042533798	3.0359762630773
RU5P[c]	D-ribulose 5-phosphate	0.270475107196302	0.295225059999999	0.740908239999999	0.787711880904363	1.09150547368388	1.06317063082517	2.66817417499844	2.73928439359956
X5P[c]	D-xylulose 5-phosphate	0.1525692314642	0.169069199999999	0.382948799999998	0.414151227269574	1.10814741856827	1.08147937079206	2.44959594810631	2.51000019024055
