uniprot	rxnName	Kcat	ECC	rxnID	delta_V	delta_Ea	option
prot_P04806	hexokinase (D-glucose:ATP) (No3)	274	0.999999999908884	HXKNo3	9.99998999795131e-07	9.99998999886248e-07	1
prot_P00549	Pyruvate kinase (No1)	232	0.652765158441024	CDCNo1	6.52764505580541e-07	9.99998999853968e-07	1
prot_P16862	Phosphofructokinase (No1)	356.999547324574	0.487350707664073	PFKNo1	4.87350220254451e-07	9.99998999879115e-07	1
prot_P16862	Phosphofructokinase (No2)	642	0.487350707645713	PFKNo2	4.87350220254451e-07	9.99998999916788e-07	1
prot_P00890	citrate synthase (No1)	141.3	0.296158883684521	CITNo1	2.96158587505155e-07	9.9999899993084e-07	1
prot_P21954	Isocitrate dehydrogenase (NAD+) (No1)	28	0.296158881884431	IDHNo1	2.9615858568576e-07	9.99998999865647e-07	1
prot_P21954	isocitrate dehydrogenase (NADP) (No1)	28	0.296158881884431	IDPHNo1	2.9615858568576e-07	9.99998999865647e-07	1
prot_P06169	Pyruvate decarboxylase (No2)	62	0.283210280310991	PDCNo2	2.83209997069798e-07	9.9999899989085e-07	1
prot_P00359	glyceraldehyde-3-phosphate dehydrogenase (No1)	24.7	0.276280897149319	GLDNo1	2.76280620843161e-07	9.99998999908569e-07	1
prot_P00359	glyceraldehyde-3-phosphate dehydrogenase (reversible) (No1)	24.7	0.276280897149319	GLD_REVNo1	2.76280620843161e-07	9.99998999908569e-07	1
prot_P21801	Succinate dehydrogenase (No1)	219.3	0.270525547034931	SDHNo1	2.70525276442563e-07	9.99998999752995e-07	1
prot_P21801	Succinate dehydrogenase (No2)	219.3	0.270525547034931	SDHNo2	2.70525276442563e-07	9.99998999752995e-07	1
prot_P20967	oxoglutarate dehydrogenase (No1)	27.8	0.270525546201883	KGD1No1	2.70525275615565e-07	9.99998999775358e-07	1
prot_P53312	succinate-CoA ligase (ADP-forming) (No1)	200.996944846438	0.270525546184915	LSC2No1	2.70525275615565e-07	9.99998999838079e-07	1
prot_P54115	aldehyde dehydrogenase (acetaldehyde, NADP) (No1)	22	0.157283358113339	ALD6No1	1.57283200804794e-07	9.99998999839861e-07	1
prot_P14540	Fructose-bisphosphate aldolase (No1)	32.5	0.142548612361761	FBANo1	1.42548469785104e-07	9.99998999803267e-07	1
prot_P14540	Fructose-bisphosphate aldolase (reversible) (No1)	32.5	0.142548612361761	FBA_REVNo1	1.42548469785104e-07	9.99998999803267e-07	1
prot_P11154	pyruvate carboxylase (No2)	60	0.123345969638615	PYCNo2	1.23345846271616e-07	9.99998999829508e-07	1
prot_P09624	pyruvate dehydrogenase (No1)	41.65	0.0560677776393722	PDHNo1	5.6067721563743e-08	9.99998999859963e-07	1
prot_P42222	Enolase (reversible) (No4)	34.0702036989339	0.0537092694616731	ENO_REVNo4	5.37092157431895e-08	9.99998999828445e-07	1
prot_P42222	Enolase (No4)	230.005612136936	0.0537092694584274	ENONo4	5.37092157431895e-08	9.99998999888875e-07	1
prot_P52910	acetyl-CoA synthetase (No2)	62.4	0.0353865380655202	ACSNo2	3.53865026737255e-08	9.99998999851451e-07	1
prot_P38858	6-phosphogluconolactonase (No2)	10	0.0339930496094278	PGLNo2	3.39930156097444e-08	9.99998999804851e-07	1
prot_P11412	glucose 6-phosphate dehydrogenase (No1)	632.8	0.0339930496086809	ZWFNo1	3.39930156097444e-08	9.99998999826823e-07	1
prot_P38720	phosphogluconate dehydrogenase (No2)	36.4	0.0331482804261185	GNDNo2	3.31482472728914e-08	9.99998999850771e-07	1
prot_P00560	Phosphoglycerate kinase (No1)	536.7	0.0225972352635683	PGKNo1	2.25972126599365e-08	9.9999899971693e-07	1
prot_P00560	Phosphoglycerate kinase (reversible) (No1)	536.7	0.0225972352635683	PGK_REVNo1	2.25972126599365e-08	9.9999899971693e-07	1
prot_Q12189	ribose-5-phosphate isomerase (No1)	9.6	0.0157417303578921	RPINo1	1.57417146140132e-08	9.99998999863509e-07	1
prot_Q12189	ribose-5-phosphate isomerase (reversible) (No1)	9.6	0.0157417303578921	RPI_REVNo1	1.57417146140132e-08	9.99998999863509e-07	1
prot_P00950	Phosphoglycerate mutase (No1)	576	0.0131390483976753	GPMNo1	1.31390352574748e-08	9.99998999912314e-07	1
prot_P00950	Phosphoglycerate mutase (reversible) (No1)	576	0.0131390483976753	GPM_REVNo1	1.31390352574748e-08	9.99998999912314e-07	1
prot_P12709	Glucose-6-phosphate isomerase (No1)	685	0.0122546302636489	PGINo1	1.22546180070784e-08	9.99998999841676e-07	1
prot_P12709	Glucose-6-phosphate isomerase (reversible) (No1)	685	0.0122546302636489	PGI_REVNo1	1.22546180070784e-08	9.99998999841676e-07	1
prot_P00330	alcohol dehydrogenase, (acetaldehyde to ethanol) (No2)	900	0.00867914851042876	ADH1No2	8.67913983091274e-09	9.99998999957657e-07	1
prot_P00330	alcohol dehydrogenase, (acetaldehyde to ethanol) (reversible) (No2)	900	0.00867914851042876	ADH1_REVNo2	8.67913983091274e-09	9.99998999957657e-07	1
prot_P23254	transketolase 1 (No2)	69	0.00611967441003528	TKLaNo2	6.11966828958771e-09	9.99998999873661e-07	1
prot_P23254	transketolase 2 (No2)	69	0.00611967441003528	TKLbNo2	6.11966828958771e-09	9.99998999873661e-07	1
prot_P23254	transketolase 1 (reversible) (No2)	69	0.00611967441003528	TKLa_REVNo2	6.11966828958771e-09	9.99998999873661e-07	1
prot_P23254	transketolase 2 (reversible) (No2)	69	0.00611967441003528	TKLb_REVNo2	6.11966828958771e-09	9.99998999873661e-07	1
prot_P19414	Aconitate hydratase, mitochondrial (No1)	143.3	0.00599156573022612	ACONo1	5.99155973823565e-09	9.9999899992911e-07	1
prot_P19414	Aconitate hydratase, mitochondrial (reversible) (No1)	143.3	0.00599156573022612	ACO_REVNo1	5.99155973823565e-09	9.9999899992911e-07	1
prot_P15019	Transaldolase (No1)	35.6	0.00389874453911095	TAL1No1	3.89874063963199e-09	9.99998999811627e-07	1
prot_P15019	Transaldolase (reversible) (No1)	35.6	0.00389874453911095	TAL1_REVNo1	3.89874063963199e-09	9.99998999811627e-07	1
prot_P17505	Malate dehydrogenase (No1)	190.4	0.00168340517734127	MDH1No1	1.68340349376347e-09	9.99998999897453e-07	1
prot_P17505	Malate dehydrogenase (reversible) (No1)	190.4	0.00168340517734127	MDH1_REVNo1	1.68340349376347e-09	9.99998999897453e-07	1
prot_Q12055	adenylate kinase (No1)	49.9996000032	0.00134424582607197	ADK1_1No1	1.34424448154504e-09	9.99998999790881e-07	1
prot_Q12055	adenylate kinase (reversible) (No1)	391.50098345047	0.0013442458258981	ADK1_1_REVNo1	1.34424448154504e-09	9.99998999920227e-07	1
prot_P46969	ribulose 5-phosphate 3-epimerase (No1)	113.5	0.00130893034488482	RPENo1	1.30892903566686e-09	9.99998999780267e-07	1
prot_P46969	ribulose 5-phosphate 3-epimerase (reversible) (No1)	113.5	0.00130893034488482	RPE_REVNo1	1.30892903566686e-09	9.99998999780267e-07	1
prot_P08417	fumarase (No1)	1035	0.000458457189193862	FUM1No1	4.58456730649626e-10	9.99998999810131e-07	1
prot_P08417	fumarase (reversible) (No1)	1035	0.000458457189193862	FUM1_REVNo1	4.58456730649626e-10	9.99998999810131e-07	1
prot_P00942	triose-phosphate isomerase (No1)	8662.5	0.000431771437088927	TPINo1	4.31771005207824e-10	9.9999899974601e-07	1
prot_P00942	triose-phosphate isomerase (reversible) (No1)	8662.5	0.000431771437088927	TPI_REVNo1	4.31771005207824e-10	9.9999899974601e-07	1
