enzymes	subSystems	D_0	D_005	D_01	D_015	D_02	D_025	D_03	D_035	D_04	D_045	D_05	D_055	D_06	D_065	D_07	D_075	D_08	D_085	D_09	D_095	D_1	D_105	D_11	D_115	D_12	D_125	D_13	D_135	D_14	D_145	D_15	D_155	D_16	D_165	D_17	D_175	D_18	D_185	D_19	D_195	D_2	D_205	D_21	D_215	D_22	D_225	D_23	D_235	D_24	D_245	D_25	D_255	D_26	D_265	D_27	D_275	D_28	D_285	D_29	D_295	D_3	D_305	D_31	D_315	D_32	D_325	D_33	D_335	D_34	D_345	D_35	D_355	D_36	D_365	D_37	D_375	D_38	D_385	D_39	D_395	D_4
P00127	Oxidative Phosphorylation	0.008133	0.009735	0.010957	0.011921	0.012701	0.013346	0.013887	0.014348	0.014746	0.015092	0.015397	0.015667	0.015908	0.016124	0.016319	0.016497	0.016659	0.016807	0.016943	0.017069	0.017185	0.017293	0.017394	0.017488	0.017576	0.017658	0.017735	0.017808	0.017877	0.017942	0.018004	0.018062	0.018117	0.01817	0.01822	0.018268	0.018314	0.018358	0.018399	0.018439	0.018476	0.018478	0.01848	0.018482	0.018485	0.018487	0.01849	0.018492	0.018495	0.018497	0.0185	0.018502	0.018505	0.018508	0.01851	0.018513	0.018516	0.018479	0.018097	0.017742	0.017303	0.016867	0.016433	0.016002	0.015574	0.015148	0.014725	0.014304	0.013885	0.01347	0.013057	0.012646	0.012238	0.011832	0.01143	0.011029	0.010631	0.010236	0.009844	0.009453	0.009066
P00128	Oxidative Phosphorylation	0.006864	0.008216	0.009248	0.010062	0.01072	0.011264	0.01172	0.01211	0.012445	0.012738	0.012995	0.013222	0.013426	0.013608	0.013773	0.013923	0.01406	0.014185	0.0143	0.014406	0.014504	0.014595	0.01468	0.014759	0.014834	0.014903	0.014969	0.01503	0.015088	0.015143	0.015195	0.015244	0.015291	0.015336	0.015378	0.015418	0.015457	0.015494	0.015529	0.015563	0.015593	0.015595	0.015597	0.015599	0.015601	0.015603	0.015605	0.015607	0.015609	0.015612	0.015614	0.015616	0.015618	0.01562	0.015623	0.015625	0.015627	0.015596	0.015274	0.014974	0.014604	0.014236	0.01387	0.013506	0.013144	0.012785	0.012427	0.012072	0.011719	0.011368	0.01102	0.010673	0.010329	0.009987	0.009647	0.009309	0.008973	0.008639	0.008308	0.007979	0.007652
P00163	Oxidative Phosphorylation	0.020575	0.024627	0.027719	0.030158	0.032132	0.033761	0.035131	0.036297	0.037303	0.038179	0.03895	0.039633	0.040242	0.040789	0.041284	0.041733	0.042142	0.042517	0.042862	0.04318	0.043474	0.043747	0.044002	0.044239	0.044462	0.04467	0.044866	0.045051	0.045225	0.045389	0.045545	0.045693	0.045833	0.045966	0.046093	0.046214	0.04633	0.04644	0.046546	0.046647	0.046739	0.046744	0.04675	0.046756	0.046762	0.046768	0.046774	0.04678	0.046787	0.046793	0.0468	0.046807	0.046813	0.04682	0.046827	0.046834	0.046841	0.046748	0.045782	0.044883	0.043773	0.04267	0.041573	0.040482	0.039398	0.038321	0.037249	0.036185	0.035127	0.034075	0.03303	0.031991	0.030959	0.029933	0.028914	0.027901	0.026895	0.025895	0.024902	0.023915	0.022934
P00330	Anaerobic excretion // Anaerobic excretion	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000162	0.000338	0.000558	0.000776	0.000993	0.001209	0.001423	0.001636	0.001847	0.002057	0.002266	0.002474	0.00268	0.002885	0.003088	0.003291	0.003491	0.003691	0.003889	0.004086	0.004281	0.004475	0.004668
P00358	Glycolysis // Glycolysis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P00359	Glycolysis // Glycolysis	0.599858	0.513086	0.446848	0.39465	0.35246	0.317657	0.288459	0.263618	0.242228	0.223619	0.207283	0.192831	0.179955	0.168412	0.158007	0.14858	0.14	0.13216	0.124968	0.118348	0.112235	0.106573	0.101315	0.09642	0.091851	0.087578	0.083573	0.079812	0.076274	0.07294	0.069793	0.066818	0.064002	0.061332	0.058798	0.056389	0.054097	0.051914	0.049833	0.047846	0.046065	0.046037	0.046008	0.045979	0.045948	0.045918	0.045886	0.045855	0.045822	0.04579	0.045757	0.045723	0.045689	0.045655	0.045621	0.045587	0.045552	0.047963	0.056333	0.062302	0.069692	0.077039	0.084342	0.091601	0.098817	0.105989	0.113118	0.120203	0.127245	0.134242	0.141197	0.148107	0.154974	0.161798	0.168577	0.175313	0.182006	0.188655	0.19526	0.201822	0.20834
P00360	Glycolysis // Glycolysis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P00401	Oxidative Phosphorylation // Oxidative Phosphorylation	0.008791	0.010522	0.011843	0.012885	0.013729	0.014425	0.01501	0.015508	0.015938	0.016313	0.016642	0.016934	0.017194	0.017428	0.017639	0.017831	0.018006	0.018166	0.018313	0.018449	0.018575	0.018692	0.0188	0.018902	0.018997	0.019086	0.01917	0.019248	0.019323	0.019393	0.01946	0.019523	0.019583	0.01964	0.019694	0.019746	0.019795	0.019842	0.019887	0.019931	0.01997	0.019972	0.019975	0.019977	0.01998	0.019982	0.019985	0.019988	0.01999	0.019993	0.019996	0.019999	0.020002	0.020005	0.020007	0.02001	0.020013	0.019974	0.019561	0.019177	0.018703	0.018231	0.017762	0.017297	0.016833	0.016373	0.015915	0.01546	0.015008	0.014559	0.014113	0.013669	0.013228	0.012789	0.012354	0.011921	0.011491	0.011064	0.01064	0.010218	0.009799
P00410	Oxidative Phosphorylation // Oxidative Phosphorylation	0.004271	0.005112	0.005754	0.00626	0.00667	0.007008	0.007293	0.007535	0.007744	0.007925	0.008085	0.008227	0.008354	0.008467	0.00857	0.008663	0.008748	0.008826	0.008898	0.008964	0.009025	0.009081	0.009134	0.009184	0.00923	0.009273	0.009314	0.009352	0.009388	0.009422	0.009455	0.009485	0.009514	0.009542	0.009568	0.009593	0.009617	0.00964	0.009662	0.009683	0.009702	0.009703	0.009705	0.009706	0.009707	0.009708	0.00971	0.009711	0.009712	0.009714	0.009715	0.009716	0.009718	0.009719	0.009721	0.009722	0.009724	0.009704	0.009504	0.009317	0.009087	0.008858	0.00863	0.008404	0.008179	0.007955	0.007733	0.007512	0.007292	0.007074	0.006857	0.006641	0.006427	0.006214	0.006002	0.005792	0.005583	0.005375	0.005169	0.004964	0.004761
P00420	Oxidative Phosphorylation // Oxidative Phosphorylation	0.004539	0.005433	0.006115	0.006653	0.007089	0.007448	0.00775	0.008008	0.008229	0.008423	0.008593	0.008743	0.008878	0.008999	0.009108	0.009207	0.009297	0.00938	0.009456	0.009526	0.009591	0.009651	0.009707	0.00976	0.009809	0.009855	0.009898	0.009939	0.009977	0.010013	0.010048	0.01008	0.010111	0.010141	0.010169	0.010195	0.010221	0.010245	0.010269	0.010291	0.010311	0.010312	0.010314	0.010315	0.010316	0.010318	0.010319	0.01032	0.010322	0.010323	0.010325	0.010326	0.010328	0.010329	0.010331	0.010332	0.010334	0.010313	0.0101	0.009902	0.009657	0.009413	0.009171	0.008931	0.008692	0.008454	0.008218	0.007983	0.007749	0.007517	0.007287	0.007058	0.00683	0.006604	0.006379	0.006155	0.005933	0.005713	0.005494	0.005276	0.00506
