mets	metNames	resp_unreg	resp_reg	ferm_unreg	ferm_reg	FC_resp	FC_ferm	FC_reg	FC_unreg
MAL[m]	(S)-malate	0.747106559002713	0.82777371693125	0.59598586329379	0.441865838552675	1.10797276098903	0.741403220725151	0.533800275986987	0.797725379481812
AKG[m]	2-oxoglutarate	0.732989159002714	0.813656316931233	0.652396473440892	0.492622071630063	1.11005232060768	0.755096159597337	0.60544244711087	0.890049280303853
P2G[c]	2-phospho-D-glyceric acid	1.45604777021011	1.53671750181998	18.6305175728768	19.6237944503717	1.05540321771052	1.05331450796305	12.7699427039326	12.7952653436559
P3G[c]	3-phospho-D-glycerate	1.45604777021011	1.53671750181998	18.6305175728768	19.6237944503717	1.05540321771053	1.05331450796305	12.7699427039326	12.7952653436559
P13G[c]	1,3-bisphospho-D-glycerate	1.47654047021011	1.55721020181998	18.7124883728768	19.7057652503717	1.05463428415098	1.05308096163921	12.6545313069106	12.673197078177
G15L[c]	6-O-phosphono-D-glucono-1,5-lactone	0.275195547196303	0.2999455	0.75979	0.785719975729572	1.08993587670967	1.03412781917316	2.61954246931383	2.76090949777622
P6G[c]	6-phospho-D-gluconate	0.275195547196303	0.2999455	0.75979	0.785719975729572	1.08993587670967	1.03412781917316	2.61954246931383	2.76090949777622
ACA[c]	acetaldehyde	0.0494999056073953	0.263408476046691	15.2853263821094	16.4355504728803	5.32139350195717	1.07525021461872	62.3956780721321	308.795061213722
AC[c]	acetate	0.0494999056073953	0.26340847604669	0.879984000000001	0.879984	5.32139350195715	0.999999999999999	3.34075810014564	17.7774884457257
ACCOA[c]	acetyl-CoA	0.0494960000000005	0.263401996757945	0.197984	0.197984	5.32168249470539	1	0.751641986153732	3.99999999999991
ACCOA[m]	acetyl-CoA	0.946281959002715	1.02694911693123	1.39268746329379	1.23856743855267	1.08524642910189	0.88933624463265	1.2060650504806	1.4717468192689
ADP[c]	ADP	8.22985136698906	9.10230852375722	44.7979615387504	45.881823363446	1.10601128961669	1.02419444518158	5.04067987189112	5.44335001218132
GLC[c]	alpha-D-glucose	1.09836833297108	1.14695319090999	10.7398045464384	11.2490146478074	1.04423366595747	1.0474133490202	9.80773647691973	9.77796265974569
G6P[c]	alpha-D-glucose 6-phosphate	1.0983683329711	1.14695319090999	10.7398045464384	11.2490146478074	1.04423366595745	1.0474133490202	9.80773647691977	9.77796265974553
ATP[c]	ATP	8.22985136698906	9.10230852375722	44.7979615387504	45.881823363446	1.10601128961669	1.02419444518158	5.04067987189112	5.44335001218132
AMP[c]	AMP	0.0494960000000001	0.263401996757947	0.197983999999995	0.197983999999999	5.32168249470547	1.00000000000002	0.751641986153723	3.99999999999983
